Species,X500_10,X500_3,X505_10,X505_3,X509_10,X509_3,X510_10,X510_3,X515_10,X515_3,X517_10,X517_3,X518_10,X518_3,X519_10,X519_3,X521_10,X521_3,X522_10,X522_3,X524_10,X524_3,X528_10,X528_3,X532_10,X532_3,X534_10,X534_3,X535_10,X535_3,X536_10,X536_3,X538_10,X538_3,X541_10,X541_3,X542_10,X542_3,X547_10,X547_3,X548_10,X548_3,X549_10,X549_3,X553_10,X553_3,X555_10,X555_3,X562_10,X562_3,X564_10,X564_3,X568_10,X568_3,X571_10,X571_3,X572_10,X572_3,X573_10,X573_3,X577_10,X577_3,X578_10,X578_3,X579_10,X579_3,X580_10,X580_3,X584_10,X584_3,X590_10,X590_3,X592_10,X592_3
MGBC163490_sp910588075,6914.575,1652.377,3566.367,7402.211,8099.766,9956.205,35664.263,20165.315,4578.475,4170.992,22960.089,13693.507,53188.498,18406.139,11662.253,50203.723,19623.133,35210.519,37302.04,82369.405,25114.772,103863.291,39743.513,38217.096,22592.534,76406.31,35297.408,42633.803,16194.364,260794.799,17915.349,150811.978,25909.038,143638.32,4012.908,5440.967,16330.425,35864.324,38070.231,49433.675,41667.813,19508.871,7901.608,428089.463,26832.567,81282.52,38424.023,71101.942,11778.215,111409.546,54209.261,33422.16,15426.122,132599.426,26402.875,28018.644,22884.312,9865.325,14783.755,20606.158,115398.673,12113.875,17483.974,125152.484,22629.787,21425.811,190006.569,274746.952,36645.337,355035.381,6922.491,4765.259,11291.449,130777.106
MGBC164599_sp,241630.903,37209.295,74848.166,107840.977,109460.122,70414.289,136312.568,62621.102,96260.007,76092.103,100742.545,36493.03,183525.352,108897.249,161007.088,146259.144,295843.63,131709.774,89509.388,134329.189,54734.399,80695.37,73593.633,105945.17,123732.159,37474.262,174610.936,45799.517,50785.185,52562.133,229859.813,78213.563,125613.038,167122.6,122875.363,67007.535,118738.871,160061.811,118948.534,119291.74,121498.01,112827.215,72936.024,84562.152,37380.742,58529.939,156555.173,57567.273,164307.155,104815.039,102440.464,115317.518,57707.371,100020.116,265751.682,145353.693,120707.764,87441.162,94915.349,175745.389,81474.542,260442.937,108815.838,117472.518,154721.126,118720.721,106009.199,54610.688,77626.153,64485.795,54088.015,22038.226,184693.701,41920.334
MGBC164599_sp910575625,152645.277,3943.031,7935.345,2068.6,63720.892,13658.404,33831.345,19220.418,7538.764,5344.013,8862.658,1776.117,21957.247,2994.755,39114.704,5594.237,46914.786,3843.449,9245.177,3126.223,56188.066,8858.836,86863.881,9347.704,14128.448,2146.25,26547.323,3116.155,59149.326,14947.397,50307.179,23193.291,89108.466,44974.871,16881.828,1549.743,39492.681,10494.956,21325.659,4262.607,15176.246,10729.874,2483.379,14469.348,12439.998,7461.319,42250.531,5380.885,22828.276,2395.602,4514.591,4244.009,76284.07,18258.421,12709.296,13229.51,17961.9,5203.572,10566.207,13207.521,10305.487,3379.815,120705.011,4072.506,87003.301,1979.844,34329.651,2696.598,16054.888,3971.513,106790.785,20122.709,35238.525,156345.689
MGBC165282_sp910589265,84685.862,33418.658,59690.032,133959.579,87963.276,75993.713,145034.1,47966.976,73684.591,48892.698,86295.049,34029.22,101211.11,129979.208,162723.73,62800.437,141552.45,61727.517,61886.657,54784.079,73861.545,75705.111,79975.046,41128.622,95104.712,21859.959,151083.807,42048.149,57491.119,39606.461,107639.39,88659.476,127619.592,196035.855,115650.193,38197.735,101126.304,123742.992,105845.163,106123.61,101486.961,98511.314,54295.798,86585.59,44923.823,48037.662,188851.24,67200.544,132580.663,73856.213,79187.489,61888.346,97567.018,57184.827,170200.767,114091.025,100533.013,168283.448,81555.29,131047.587,49403.437,109421.594,169223.884,87493.557,71715.1,71800.284,146037.836,37554.932,101187.411,47553.025,164128.901,75790.466,165378.621,202165.134
Massilicoli_timonensis,84233.909,20215.663,42563.599,39871.869,90323.666,81499.712,96150.727,45087.133,47570.814,37399.235,31918.154,24088.972,69398.742,50746.063,60005.294,57266.616,80331.427,64535.153,38694.679,48718.724,55258.952,59837.138,53656.712,53043.425,82854.5,26517.845,62217.574,31016.678,37364.981,37628.65,47277.394,55135.692,55915.697,74483.787,61820.564,22217.313,55899.491,85957.719,53190.96,59124.138,50625.308,69488.152,39541.499,44875.451,39984.498,33753.748,96808.563,38293.322,70368.411,56298.473,55605.354,64892.595,55831.123,33574.329,84579.155,65821.858,74619.518,49775.974,66605.228,63647.033,46084.319,69009.077,58211.125,24587.596,58024.295,30650.979,115785.121,26403.597,55714.021,53181.454,73266.568,27119.865,100329.034,50119.027
Merdisoma_sp,16466.922,3736.601,6647.66,6774.897,13655.913,13515.258,21749.67,13196.066,7001.322,3306.418,4974.557,2882.326,6793.896,8410.67,9928.898,8980.53,14976.173,6554.482,6814.13,11615.659,5114.387,10249.529,8188.039,7190.911,10874.19,3331.828,15408.989,3905.564,6669.549,6631.282,11429.13,12255.066,11198.022,11221.881,12349.616,4014.881,9779.256,10517.746,8283.396,9354.712,9032.378,13041.813,3936.498,6647.05,3293.209,4202.664,9091.45,7137.931,13049.972,11660.842,10203.257,10495.273,10616.852,4843.037,17585.818,10914.258,12067.148,11153.952,13118.951,9984.472,6308.478,13453.506,12204.184,18712.888,11047.313,7605.492,23398.694,6701.01,7470.807,7754.133,31123.465,30842.38,12255.162,65199.194
Merdisoma_sp910574475,19487.599,2374.464,8377.651,7573.149,12724.822,6052.487,4534.98,1503.332,11708.788,5491.362,7803.64,2769.769,12030.513,5329.892,12975.341,7668.656,20022.234,13328.35,7815.592,4391.887,10556.444,2194.101,13368.451,15363.338,12497.949,3772.091,12400.543,7484.255,8826.053,2846.943,16568.476,7602.053,9249.547,6928.423,17169.708,24241.734,11506.288,9178.417,11720.303,13854.155,9554.442,11192.066,7541.962,6156.781,6039.796,3072.586,19562.21,3722.18,15056.705,11572.485,9288.349,16538.334,9311.54,1539.984,21396.03,13221.39,8172.93,11443.963,8672.503,14230.171,7514.13,15796.511,15611.401,6623.914,11972.306,6127.345,11334.506,1900.312,13877.034,5602.753,19261.56,2307.385,16965.387,7535.906
Mucispirillum_schaedleri,201815.427,116157.329,4633.709,4936.278,163661.647,592189.398,598521.772,181257.546,281462.209,193268.143,40061.27,42623.768,11043.924,8146.941,641252.276,347521.911,612803.549,772441.466,289914.115,182139.766,168506.455,20893.629,185597.008,747410.638,348599.162,75243.647,400103.183,200789.125,80476.679,94038.512,513465.478,156489.988,391659.029,1125607.691,289263.363,980673.416,6454.795,6296.984,345940.938,167962.232,302691.207,465594.247,140289.961,189306.498,160868.287,74623.419,546782.935,104475.729,519253.907,664386.952,290813.934,524277.568,42874.185,144265.361,578297.37,58912.106,200661.677,301477.964,351506.736,258641.908,157590.44,1859615.594,1041009.975,16539.201,321858.09,175566.387,652113.736,249295.777,205609.924,272274.843,296001.413,202209.06,911241.71,283554.676
Muribaculum_gordoncarteri,760078.094,160079.627,253848.903,113422.338,352801.773,385051.96,448183.728,71791.667,241960.412,220105.918,287148.214,92985.135,266634.481,174691.282,334575.307,273346.673,231897.154,242486.698,268117.489,214486.814,313703.521,402271.261,314358.59,196960.058,295611.793,200668.648,133677.509,156194.84,219576.316,234552.978,528076.148,398139.177,266178.259,358115.349,333093.223,446795.142,338192.844,368528.463,290403.075,214850.425,334099.795,176269.893,289355.685,243638.774,285974.859,105494.322,495984.056,142196.088,369886.936,195631.534,330563.624,207913.676,208588.435,208470.194,410763.786,235986.021,348568.566,208703.655,156555.182,232651.266,253780.761,280415.106,376938.385,97977.255,394196.795,205528.99,240217.289,179933.227,379175.508,211800.078,213647.413,98101.08,362339.796,102866.5
Muribaculum_intestinale,3417.15,13916.787,26439.569,1072.898,31860.11,13379.156,9557.807,1082.483,55207.239,15400.48,49975.975,1628.911,127763.977,2498.361,15106.367,6631.146,23431.424,2865.908,77438.518,14529.508,50333.46,63193.493,40295.637,4554.637,11729.52,12354.337,15549.688,2748.767,32700.904,13180.995,15752.548,17650.628,9647.965,13429.813,21233.749,2414.869,19029.235,9112.087,38600.509,21328.846,101951.942,13217.736,190873.798,8550.407,100682.678,10058.726,31432.532,7846.929,12144.769,4955.54,57218.57,4704.565,57929.454,86585.933,26111.371,15552.312,70221.125,6352.573,18215.033,9819.926,71429.419,469.823,27093.298,7915.786,4550.989,11291.268,90694.356,72449.905,241303.048,69875.479,44031.257,2109.375,2358.818,1070.889
Nanosyncoccus_sp,449.279,131.222,203.023,377.594,211.218,392.149,194.612,161.997,2366.216,289.209,156.131,77.342,244.832,284.453,179.639,217.032,224.375,176.545,165.077,315.47,148.074,222.8,194.741,475.178,2877.372,258.362,3102.706,618.41,313.772,200.131,168.411,238.563,515.669,255.604,3384.61,181.232,293.931,324.291,287.267,465.078,409.079,184.648,272.329,254.098,353.157,297.601,418.441,174.167,308.536,222.461,276.69,693.058,232.657,530.851,231.602,210.433,258.129,184.391,201.58,165.039,480.523,312.361,596.762,329.67,444.222,323.32,4043.944,2742.227,2168.875,3036.41,1882.982,1800.348,1010.323,11618.46
Odoribacter_sp910589025,1940.799,430.646,190126.697,2265.947,114013.676,9465.039,243557.518,191643.639,1036.656,512.794,1472.326,461.861,1248.352,1304.687,1419.294,1538.659,2437.63,643.097,2744.333,1008.128,4170.231,870.829,815.874,1431.684,2330.599,231.41,1279.628,402.846,630.801,771.022,887.672,1034.883,1014.508,1472.691,3044.963,241,180413.741,1278.282,110411.623,3945.824,417492.045,2330.192,692.418,638.98,1088.499,398.656,3554.619,432.635,1406.177,751.1,973.124,2341.033,1213.006,509.944,2038.964,1189.186,1189.137,770.948,1853.47,894.169,45519.752,1161.037,996.491,936.756,90956.596,721.718,3400.96,416.29,1391.911,607.443,1053.623,508.098,2550.257,934.859
Oscillospiraceae_sp,107755.188,26768.318,77517.896,55310.838,169722.823,84664.687,92775.083,26432.171,72165.979,37802.428,48282.543,30979.661,93877.336,71393.169,99645.659,88337.682,123836.079,76452.867,54923.549,51503.283,85738.578,87198.22,76928.755,71197.251,92072.337,29650.996,97218.772,41109.919,55933.399,43061.903,98278.436,97904.305,121406.084,137665.327,121844.624,45311.476,91727.47,101714.709,79409.101,77840.971,63828.243,64901.673,47973.126,73253.136,30776.554,54503.29,107666.746,49433.812,169690.664,160706.063,105119.111,159109.537,83150.439,29675.719,156964.807,144017.064,117147.363,111550.571,93159.571,135472.339,44186.294,141364.809,91261.917,38682.409,114488.169,60452.765,184174.108,42950.278,82656.306,50744.086,86455.985,28623.085,137349.749,69384.468
Paralachnospira_sp022792335,3412.908,1280.261,868.403,941.805,26289.757,4542.829,6713.137,542.345,2845.445,1663.373,2995.706,1225.028,1392.398,2663.985,12983.822,6435.076,2709.539,6846.327,2405.028,2236.004,214.886,352.331,2557.975,2548.062,3811.813,610.249,4131.135,595.558,776.869,141.222,422.584,537.059,458.132,254.306,4313.229,6393.298,41773.676,4057.851,13095.765,4702.801,5385.675,1324.955,1090.191,587.262,2772.141,1138.719,9895.262,4224.906,3280.689,219.483,1747.715,496.452,15739.86,454.144,4874.423,1725.815,1319.951,464.046,935.11,1257.56,1644.297,3956.986,2838.32,1327.59,3878.595,1097.943,3201.665,1068.956,2191.184,1631.052,16242.445,3471.581,11394.492,5805.657
Paramuribaculum_intestinale,45.94,80.541,120.476,15.262,152.562,121.413,77.335,73.859,82.556,105.863,145.611,15.58,114.095,31.788,35.96,33.877,65.978,30.611,113.164,95.957,104.714,65.315,135.957,66.353,70.905,121.588,52.894,37.461,120.833,131.914,81.005,145.443,49.149,111.2,48.569,6.912,55.268,116.373,70.714,708.629,201532.509,2499.9,147.891,151.707,132.071,81.407,99.269,53.391,66.803,40.936,128.429,58.832,142.872,81.699,70.043,56.205,127.358,48.707,38.047,49.37,183.027,9.81,36.338,15.362,28.131,37.621,415.697,295.774,231.315,334.856,84.832,15.236,78.42,25.257
Paramuribaculum_sp001689565,5158.1,5320.416,462219.023,981.715,76344.088,9312.634,5845.807,3670.347,10805.787,4818.658,7278.863,1227.273,9545.536,1762.856,3608.686,2701.527,5689.928,1960.383,10569.88,5588.927,8574.655,7438.826,7227.82,4292.461,83429.753,7004.937,2719.627,3300.25,347444.208,6961.864,5906.715,9385.737,3290.562,6037.234,6691.687,1043.271,68594.093,8767.281,11496.616,7374.423,121486.01,4925.626,12329.746,8329.143,478072.079,3428.511,337165.906,5471.739,9297.131,4086.566,43024.448,4078.092,306297.315,37775.685,7435.709,4476.132,11184.322,3365.23,7273.304,4790.867,12822.064,1174.474,7082.061,1994.025,3982.146,4003.596,583240.872,4460.989,9905.69,6663.371,7338.404,2046.287,4443.624,3159.682
Pelethenecus_sp910577745,309754.759,76231.988,170742.059,203320.34,595367.142,201855.806,275909.996,660912.292,423368.788,307901.976,245281.123,169181.264,400295.339,279869.531,386736.866,271463.548,357227.357,239481.953,261927.615,374694.734,275453.363,209029.005,285293.406,263339.058,354514.008,134837.084,502299.709,182554.483,219108.181,152585.671,200616.365,316748.185,181034.399,321753.145,242810.349,235067.906,294086.605,300079.418,424150.601,317803.962,244012.497,255618.253,1359141.143,297871.971,222303.084,146679.96,373591.149,150231.798,294191.708,124974.139,280395.299,211272.611,124775.165,318632.492,328672.12,302182.617,374292.801,233843.29,302919.885,337147.317,525878.846,393947.53,237321.939,122365.942,471147.182,196973.132,833551.781,163131.94,311010.765,320252.872,209469.756,59790.798,516635.755,215759.834
Pelethomonas_sp,822951.967,198064.73,412150.037,321265.438,991363.635,604538.362,591307.563,204928.803,439265.538,186403.763,179527.644,141585.362,527060.953,305859.33,542509.697,399631.111,730391.408,373598.814,379130.089,241017.092,556153.447,479278.265,522978.255,435254.978,572480.122,159066.118,648781.799,284997.602,353907.713,233775.952,541078.972,578531.724,534274.253,665908.504,754067.963,153501.151,519031.864,695618.843,466996.937,409241.91,433932.028,350345.655,290113.159,337255.919,214891.989,297196.458,713599.721,295830.998,776778.988,889453.929,541997.723,809316.608,502553.882,150961.822,1015081.656,767208.529,623715.296,661921.393,618996.308,859438.347,307176.593,643793.4,657547.788,76613.349,791096.729,288043.347,1161817.789,228714.644,451832.316,306089.836,568575.757,108677.498,861683.898,367163.19
Pelethomonas_sp910579965,219531.152,72853.629,84913.68,90270.832,245510.317,201444.443,547347.212,216435.403,105712.305,21560.073,42245.072,62420.136,67813.265,87116.088,67501.98,262158.057,150666.419,74187.992,193542.73,144101.505,137625.694,69285.761,49431.021,230218.397,341408.477,27798.027,97742.84,26274.628,70350.261,135277.04,53043.698,44530.878,68717.956,214708.593,506276.581,10925.394,134642.621,170115.248,66180.37,148499.807,68078.746,324859.321,105127.926,86563.366,78648.015,39317.86,235758.458,21790.934,122416.205,39353.802,75295.302,346686.543,33625.075,59641.254,188777.096,132240.73,133476.67,27826.385,187528.107,68155.073,82187.919,89176.925,69432.426,7214.251,144516.566,35575.41,363512.596,14739.767,177339.878,52193.081,54331.455,22056.785,129019.527,50804.933
Phocaeicola_barnesiae,42986.614,52933.112,64150.067,51096.132,52686.537,206018.262,54780.513,47901.057,57948.937,129738.221,64331.795,51981.665,70677.105,119830.06,45535.387,112316.342,47712.216,72790.735,59741.042,110881.657,94469.918,162316.33,51414.517,79271.587,53173.922,118170.71,38388.217,157217.723,46340.449,215509.484,42399.489,167030.97,61639.923,114433.575,100958.875,133093.098,44942.189,101631.902,57656.892,112218.783,72518.299,63802.989,107748.89,197920.711,76378.223,106784.94,82740.624,93887.912,51113.593,96698.96,81615.568,135427.953,69209.085,124425.154,43230.097,46528.63,81076.645,42726.811,35839.344,41398.833,113547.05,35111.718,78567.259,220338.677,38614.799,141692.166,101482.731,136164.434,117010.465,205352.714,36116.004,28432.908,53782.681,32153.291
Pseudobutyricicoccus_sp910579575,190958.942,19325.411,64303.226,23639.55,105272.68,60187.803,49791.32,21157.676,65252.05,39473.915,27781.216,6310.046,38263.656,18864.691,61154.89,19883.361,126972.335,63992.58,18175.049,16021.997,73954.034,82826.47,81880.635,74708.595,74403.471,10066.405,104156.672,12751.969,71885.757,40758.229,35263.352,64586.844,86460.269,84145.402,34590.213,14096.01,78621.774,92416.882,84178.544,74845.469,25332.083,13840.883,12118.511,29508.63,52009.77,21337.097,122253.154,29335.559,105410.892,74239.962,80566.716,109002.877,153742.115,35075.915,93479.135,98882.54,93573.571,59506.512,72947.094,62845.532,44785.794,68750.345,75140.962,14472.772,84341.934,68099.995,174807.191,48906.043,88662.791,26685.992,132634.101,43242.776,131331.223,82210.427
Pumilibacter_sp,3.541,3.401,21.394,6.345,21857.323,1670.702,3752.044,249.134,3605.801,1974.11,121.046,12,3,1.029,379.045,4.056,1.003,0,1,2.549,339.288,16.09,268.769,9.006,21550.795,12.103,322.223,1.188,314.311,232.732,48.013,734.202,142.627,207.186,5.035,2.129,202.319,244.853,7180.031,14.394,8101.229,1567.217,6.771,103.419,785.884,46.165,563.696,29.028,1.001,1.016,7299.64,175.561,543.39,582.07,996.562,75,467.049,27.001,897.146,73.085,7740.296,15.049,11.248,2.663,5402.249,91.051,22802.946,35.011,6104.717,1161.406,0,1,1186.845,6
RGIG4057_sp910577675,4345.594,815.656,92086.821,1948.975,4882.598,2341.772,4892.916,2162.335,117848.778,1926.911,28673.051,7098.477,176939.677,2799.191,253441.92,3515.437,37524.74,3130.218,203315.486,3061.864,1926.231,1519.866,138147.979,2431.537,5026.56,563.27,2768.828,1084.052,123369.588,910.608,3543.174,2676.097,308473.71,3401.7,512551.608,1812.321,2955.095,3540.352,104120.922,3527.371,126829.51,2853.266,1745.327,1465.398,1436.991,1155.861,3869.689,1159.262,216601.361,3586.004,195629.929,8276.883,18547.018,2324.389,13652.673,2915.36,3105.434,2311.808,3175.26,3034.907,195284.95,4653.733,3439.356,1799.468,35163.886,2271.861,6822.019,1218.277,2662.542,1464.11,2759.986,1048.503,5052.389,2187.082
RGIG7193_sp,30092.844,3649.939,16095.828,11486.601,38120.242,26741.891,26877.666,5331.458,17076.224,8884.581,6863.502,4080.255,14093.515,11872.54,12610.815,3725.593,19852.743,10862.055,9618.047,6577.589,13135.024,10015.882,15988.387,16083.218,26734.984,5740.778,24491.081,6548.469,10491.028,7247.487,17447.634,9748.955,19861.7,13998.577,18202.924,3082.548,22874.387,23384.915,22118.887,18211.299,25633.097,9399.027,11787.648,3217.521,7888.671,7107.372,24645.592,8247.75,20315.414,18129.291,16501.257,32115.696,20066.833,6418.984,30932.659,25370.626,23226.564,14957.424,19960.586,24553.278,10915.912,28930.55,16047.098,3947.088,27103.72,11042.575,29393.806,1186.144,6955.69,1691.354,12982.64,6837.754,30960.144,12525.7
RGIG7193_sp022791755,2138.226,75.618,317.83,179.872,6555.915,5613.384,545.782,70.979,2343.536,832.561,1054.896,151.999,565.583,292.539,1386.983,3237.421,1050.914,601.709,347.985,278.06,150.886,180.87,444.837,421.59,598.723,302.282,1297.508,263.688,210.128,96.195,282.028,203.081,1080.997,208.877,17058.749,932.644,15031.154,3546.646,6306.693,4514.2,4789.236,963.394,165.664,261.266,3756.519,390.587,3801.379,1188.7,351.331,176.477,5526.532,4638.457,3551.835,205.993,2439.647,650.111,1104.339,434.81,757.96,910.166,5901.211,659.455,1302.225,427.347,1524.171,319.482,2688.683,1654.033,1482.234,2473.102,9052.31,623.8,4090.853,3395.688
RGIG8607_sp910588535,30537.217,8600.929,105736.098,50878.65,117341.51,133165.069,90756.309,219277.216,43746.73,108681.73,27248.758,30273.419,125342.912,121086.108,76747.481,93650.102,125957.246,88304.004,57206.816,14340.552,25978.296,17384.714,59249.699,64134.116,71760.043,18657.613,57872.23,26484.791,89757.905,23755.617,16530.56,43959.215,119133.659,67554.702,70854.079,162813.264,74738.672,48621.642,52988.248,38492.036,100656.713,24341.214,19433.761,83101.424,109590.434,31368.559,202280.026,66738.059,83071.361,57389.575,56729.592,106615.522,93981.188,18717.765,34803.261,35237.232,83001.412,36094.904,180070.682,46018.035,67026.487,86687.323,74934.041,24339.514,34633.426,37989.606,320007.911,25787.444,41499.225,28167.539,252117.516,281503.744,135893.42,518044.91
Roseburia_sp910587865,66568.545,4835.533,26866.267,21426.84,18072.831,17020.872,41012.137,14692.465,17016.988,24082.255,16585.247,1348.555,30952.995,33276.457,18153.211,30876.528,83054.903,16234.207,16485.843,5062.287,32272.897,4794.097,33899.301,12181.509,29525.869,6516.283,83140.377,8098.531,27710.514,13652.278,80313.945,1448.358,57742.606,21842.996,119935.565,57357.19,61836.172,38888.661,38588.37,59302.323,48343.05,29005.401,12311.878,17224.711,14990.217,7747.586,39546.797,6329.589,66875.987,12247.512,30706.689,17937.262,73739.885,10840.114,50645.449,28243.213,38354.929,31563.621,13872.294,44950.273,31105.426,74694.144,42973.804,23948.593,70005.883,30286.673,75497.049,12049.825,23413.386,29876.539,25266.868,20024.707,23468.188,21685.404
Ruminiclostridium_E_sp910585505,702.06,112.394,236.251,224.184,377.513,247.047,256.662,214.753,263.595,143.901,216.905,87.655,205.899,251.589,390.114,235.575,335.441,236.122,170.346,165.362,29626.14,411.065,281.762,247.437,929.083,121.161,330.035,116.534,267.624,158.424,837.682,244.097,539.953,277.003,279.483,158.002,597.04,543.52,398.101,413.016,270.352,259.471,271.033,90.633,14929.579,142.514,28499.187,161.204,311.891,256.9,276.629,532.24,607.433,131.699,41588.214,9252.223,338.252,211.08,22883.472,3789.802,18380.761,278.468,325.439,199.887,422.666,178.883,789.134,231.458,492.956,252.185,2874.502,2756.481,791.013,5032.955
Schaedlerella_sp,131496.414,18591.829,27368.858,54156.858,63084.423,14910.169,51302.97,6650.803,36860.659,11425.265,52401.117,15682.382,34970.527,70204.689,61151.545,38296.862,59910.466,35840.186,26711.465,54462.234,19914.142,12205.997,30314.397,40898.13,60940.997,21599.317,79132.393,18553.747,15587.999,6026.68,38683.396,13072.503,35695.599,21978.294,49960.662,12733.854,35721.458,71508.65,54858.818,29083.901,31129.604,51597.91,19253.896,38181.445,10993.759,30791.365,48039.584,30721.53,50937.776,52098.655,27688.43,53230.838,23420.56,9821.583,88953.794,51386.969,50611.926,27598.458,33481.551,119942.314,23017.051,45323.7,40602.885,13817.515,90428.513,53376.518,33914.411,12345.982,25966.6,15468.884,25473.258,13289.335,74029.408,35412.571
Sporofaciens_sp,286964.504,47712.636,99662.911,120020.955,199790.997,116173.086,194320.551,98902.27,130834.321,86193.967,134818.704,45596.018,158716.449,276854.171,188901.423,132131.847,211835.702,120214.549,134233.076,187907.86,88910.275,166487.253,150196.561,152785.118,247679.364,73858.38,359127.135,65722.39,104491.997,69336.936,213663.225,106193.253,187756.169,133900.372,218289.54,145515.094,190645.821,152567.162,215425.8,220033.211,164324.135,171656.446,102597.927,179505.522,89555.492,104932.229,235473.305,104757.974,205419.161,142531.015,165130.85,174550.617,194044.636,71485.088,214001.497,139861.602,207888.834,148539.404,150261.094,156774.219,154671.625,168694.387,175209.855,635218.461,171834.383,130763.627,276421.297,101260.223,139442.836,143405.797,162402.464,94140.465,181053.004,227090.609
Sporofaciens_sp910575835,187595.483,89737.58,23084.705,124970.275,249308.405,39484.193,517209.482,5700.717,98860.613,112549.285,249797.224,19780.708,83090.745,198295.667,228832.5,207863.005,113339.248,53000.496,43232.846,108168.198,68616.778,184411.46,94019.306,194269.118,61404.439,77027.398,152779.783,52569.704,48716.003,24879.155,49025.581,83224.864,62611.908,39567.619,67085.943,58231.551,39450.795,91998.428,210134.17,230920.892,76101.841,167716.741,44422.766,52915.489,15126.993,37686.008,63670.294,78425.925,73857.924,175482.181,47429.159,288870.135,44600.133,16568.479,200475.27,188529.2,239569.71,58661.522,51581.138,206955.128,97595.327,74944.948,110312.117,9946.188,276662.366,131918.764,103191.67,108024.797,102979.547,128365.432,41727.037,39462.648,106520.933,78040.665
UBA11774_sp022790905,2103.237,219.171,545.835,737.279,3387.199,4758.487,622.741,428.517,3255.799,2607.983,1898.368,1128.081,2263.192,1924.874,2006.187,3759.817,735.355,1204.58,1545.839,1566.08,469.536,404.3,2712.644,1947.475,3390.606,2789.673,916.29,531.494,2051.789,1230.056,2028.911,1055.343,6118.118,1415.432,4479.604,882.627,4235.367,1276.695,4958.498,3789.594,5052.399,3316.007,1087.693,1301.235,2732.785,3028.064,6208.34,2988.416,1051.579,863.865,1566.145,1630.143,2597.916,2297.378,6905.493,2886.461,2423.624,1293.961,1949.069,2182.298,3974.867,2693.722,2565.538,1024.718,4875.145,2934.385,76426.322,93203.701,52977.193,116557.256,37318.376,5896.886,5027.79,14787.664
UBA1381_sp,14922.464,968.039,23.462,66,5695.307,1658.178,100.05,13.84,6391.318,2078.07,5169.487,354.731,3570.756,283.874,2346.504,2687.504,1268.787,2905.551,1626.759,399.642,4685.553,723.786,8310.076,573.972,1961.619,1016.669,90.227,21.859,92.236,48.65,107.892,24.925,74.04,74.472,6824.38,762.383,3409.445,2436.896,3231.38,1229.014,3771.771,1070.355,3074.596,1724.926,3980.657,2144.354,6923.516,1850.641,6856.499,5201.607,4749.173,10987.126,4754.549,2867.968,4146.111,2360.008,4681.072,1123.263,2433.742,2282.089,4163.952,1097.953,4343.185,30.115,2033.745,2104.573,3276.022,5295.599,6041.157,38.241,2767.4,168.367,7017.043,341.85
UBA3282_sp,799134.663,139308.345,439176.889,423641.305,555401.626,351922.545,541075.294,195199.559,343063.574,464603.069,476546.719,167077.191,341715.165,501004.988,534450.747,853542.673,370921.282,735814.002,305506.478,449611.828,436532.354,269117.051,418274.261,457823.563,491762.691,244984.904,462961.595,372617.888,321753.744,135235.302,472726.093,239517.721,638505.682,298278.739,369984.473,371465.667,618054.689,583683.847,594358.807,581723.555,419651.254,540596.258,353985.592,146809.252,320255.822,88315.655,817021.54,186213.472,616534.141,253245.611,493347.433,358316.422,405208.298,134213.752,467544.979,453691.649,613164.92,370261.443,301345.7,457838.246,393683.506,875332.884,764690.237,402025.848,640592.956,330892.604,594186.215,245243.684,373986.397,306755.831,475633.376,78681.077,699549.081,181045.352
UBA3282_sp003611805,198.202,46.407,66.692,89.253,2524.916,420.752,1701.785,222.21,188.867,140.565,132.611,65.83,116.985,127.659,170.356,330.596,243.538,227.976,78.349,112.356,75.847,147.456,122.364,160.475,1495.622,70.744,101.579,115.11,75.647,21.842,86.168,83.986,243.371,71.335,21436.991,152.218,311.883,228.335,229.571,168.846,276.171,120.345,139.435,33.773,165.704,74.231,1932.479,60.406,92.556,58.006,94.776,379.636,149.217,72.028,107.292,99.875,123.963,108.238,233.817,68.795,198.73,200.521,456.108,146.641,334.248,118.667,15752.15,8749.844,8102.959,9300.664,102936.986,112.833,620.224,347.758
UBA3282_sp009774655,177870.465,7183.12,160278.327,43801.956,67271.724,53235.898,116975.319,8114.257,92261.56,160276.864,84747.967,32270.056,130895.912,107465.945,111794.827,98126.105,70327.379,278726.396,113816.435,164871.088,140752.525,38579.252,107663.948,87829.812,69162.675,24334.927,60085.142,135294.949,119967.797,26801.52,101523.12,61599.464,403252.888,52327.58,144263.652,58227.119,240594.896,139206.69,196294.32,87479.79,138696.756,136789.466,148807.33,9844.96,62452.517,3670.742,326774.326,55694.102,85939.311,86030.992,129835.768,71665.96,261497.194,44135.383,50594.68,108708.174,70915.688,124675.341,40852.363,92955.602,115602.415,152243.882,322408.098,104639.394,209664.415,128397.297,381122.147,96298.864,153655.617,118787.763,66890.467,19997.812,138292.892,106522.437
