Species,X500_10,X500_3,X505_10,X505_3,X509_10,X509_3,X510_10,X510_3,X515_10,X515_3,X517_10,X517_3,X518_10,X518_3,X519_10,X519_3,X521_10,X521_3,X522_10,X522_3,X524_10,X524_3,X528_10,X528_3,X532_10,X532_3,X534_10,X534_3,X535_10,X535_3,X536_10,X536_3,X538_10,X538_3,X541_10,X541_3,X542_10,X542_3,X547_10,X547_3,X548_10,X548_3,X549_10,X549_3,X553_10,X553_3,X555_10,X555_3,X562_10,X562_3,X564_10,X564_3,X568_10,X568_3,X571_10,X571_3,X572_10,X572_3,X573_10,X573_3,X577_10,X577_3,X578_10,X578_3,X579_10,X579_3,X580_10,X580_3,X584_10,X584_3,X590_10,X590_3,X592_10,X592_3
14-2_sp,323373.464,80671.941,238116.643,187863.989,269222.255,253739.062,286562.415,127583.79,200370.489,182679.65,158265.985,144601.354,417673.256,350683.184,207693.812,476918.367,293041.343,393333.375,175872.634,224022.489,233465.151,156721.546,248435.819,259184.708,223515.551,137326.941,308975.832,195848.062,227306.529,161747.546,299390.401,263028.165,459328.645,263025.059,310395.876,304468.076,291489.844,311014.198,234737.352,266069.046,283317.337,231318.193,180505.136,185702.492,145579.272,121100.289,405118.188,155756.709,361089.113,231983.758,253004.685,332476.718,301996.531,177343.756,353831.375,234038.326,324510.871,244459.609,163994.398,237631.232,191032.774,402346.593,304834.528,123472.199,241768.571,164174.694,362224.967,213333.683,213464.551,234014.394,238829.216,127411.426,367613.98,255279.908
14-2_sp000403315,195303.103,41907.337,231875.582,206759.31,234641.35,152539.309,240464.927,17992.856,210372.193,160647.783,135766.731,68701.213,1069212.734,363518.639,408515.327,219446.983,677293.278,185126.87,116050.386,65916.209,75970.408,187021.491,259869.191,157454.475,92940.658,56133.348,848531.898,207111.478,207874.232,92792.844,380154.758,158080.394,1082104.255,195196.246,114813.731,256848.9,271675.64,114303.205,309779.649,206724.401,168762.003,125683.977,186464.766,693152.018,154627.966,317122.618,276697.037,351546.876,310150.76,157123.109,227426.51,212036.223,47724.837,65301.849,1158586.119,139091.991,498157.085,156637.9,269776.121,321161.703,228450.487,352065.351,611983.183,112840.152,663544.785,76435.054,418101.427,30277.556,151794.247,53905.987,400778.478,137982.45,479036.962,148450.616
14-2_sp004793545,3815214.555,285017.042,455197.275,403343.537,1260451.824,1403091.835,2139838.743,231503.063,605788.922,878107.713,909145.383,378572.96,645557.517,556815.395,1524438.799,1241254.958,755052.498,917411.333,636421.24,618977.159,1181298.527,1600102.048,1102855.364,593075.681,1306103.733,433960.869,283632.492,426422.005,631063.782,717233.507,2510881.238,1281076.359,894964.43,1475715.429,1189563.193,2396464.984,1303669.919,795786.832,967336.911,409571.52,846497.044,564514.967,438702.379,688874.816,418264.343,370736.442,1997171.333,465378.458,1656297.825,703131.836,836655.026,746340.845,500480.796,815477.863,1572325.568,798656.185,911314.12,813696.268,385030.067,846734.745,436167.48,1348006.727,1268796.701,333328.944,1848690.049,638756.708,430857.834,576458.268,1120889.308,568248.177,318518.511,334113.074,1305185.725,150438.703
14-2_sp910576385,184391.994,54770.421,166300.369,223701.506,160950.445,227369.599,208915.394,102229.921,137562.974,146336.929,117380.491,195504.17,340462.236,524781.705,140636.048,743932.237,177207.144,536288.028,105404.137,148502.471,172142.514,97638.221,203909.932,354902.168,159134.569,104837.491,192484.584,256667.57,163520.836,163371.681,210575.837,240323.713,307892.009,289768.142,202993.085,499915.131,208106.416,293819.104,144753.743,281920.31,178659.477,203238.895,134855.803,169786.58,108401.37,98102.376,294954.255,110816.933,243987.557,196407.098,175712.567,391188.622,223629.354,248128.89,211847.005,173863.802,206610.866,177335.9,111205.414,162588.64,109894.648,521775.721,192098.645,114081.505,116813.643,172524.357,257029.426,188240.635,120226.469,171690.855,160480.445,141609.092,253115.783,252622.997
14-2_sp910577785,256668.069,26719.095,77955.225,46275.165,102499.75,38891.521,26487.34,7901.11,54555.532,4692.138,33900.626,15109.835,70088.54,48658.884,59572.875,39479.971,77522.225,44163.399,39744.85,70587.626,4846.94,5659.271,62622.801,42406.536,118475.167,24126.325,150905.27,28822.592,52576.076,4173.932,24456.634,10048.667,12589.043,10603.598,9353.708,10838.608,67447.142,57667.985,58707.195,44540.779,51224.319,83238.698,4538.208,34855.248,38445.269,41997.326,71620.585,38586.027,142268.999,19179.079,71505.958,35304.093,66800.177,28985.634,118133.638,61722.185,54239.239,49802.941,45994.004,83444.656,54358.688,38436.003,105666.684,16236.759,189488.994,15256.278,14161.605,3608.862,33669.094,2133.986,88191.693,10717.391,120536.87,22307.66
14-2_sp910580015,121986.017,20851.334,57270.784,72977.642,106534.27,128886.88,143660.761,94599.882,122449.172,106840.181,111698.056,61452.456,162716.64,152200.522,159305.394,138481.535,250661.465,141251.82,117364.272,90583.667,85850.652,75154.298,74186.864,75820.693,115470.74,35249.668,157577.086,45527.182,51107.514,45774.602,138055.927,85262.018,97538.374,105845.289,137184.753,89607.291,143389.353,136236.312,143258.797,221684.29,129967.434,185619.074,127512.697,66056.053,46148.588,50154.218,143055.293,50856.99,100180.289,85576.232,85750.421,108763.301,114326.397,57871.125,272493.744,151499.76,163818.907,129287.498,128277.907,128539.618,71196.321,124461.088,88888.952,189062.771,92474.951,66385.552,309792.821,73000.311,118952.918,86029.069,104705.281,65245.148,130273.599,160292.719
1XD42-69_sp,174630.193,42094.351,90089.452,60746.466,153692.27,140651.693,167827.326,95724.835,71116.219,39077.153,100542.581,59680.34,78224.281,71002.218,90021.395,121058.782,101658.7,134045,85414.117,212938.505,74969.421,41628.027,90083.074,43391.742,85436.358,36645.775,99378.47,74474.6,73191.357,50432.533,109394.956,137774.494,89731.246,86263.213,108571.28,22838.826,100545.4,81093.302,90631.011,107660.098,99904.975,136028.622,55220.243,64517.02,53621.784,58153.321,132999.188,60202.447,124654.043,74521.556,104511.76,126838.424,91700.439,79959.661,133651.648,103425.885,135101.884,76462.84,84589.107,96796.741,67738.872,201166.361,92077.514,58011.892,119731.085,63707.369,148102.757,43789.222,90610.014,37294.493,105027.172,25490.104,137762.318,99003.981
1XD42-69_sp009911505,44715.568,6172.922,12875.751,15308.667,22416.212,6625.889,5891.269,2168.408,5586.091,4917.209,2915.357,2457.757,7533.844,10018.305,4654.631,5575.597,6018.458,6559.014,2821.98,3374.01,3993.222,1836.055,20797.449,26505.075,5879.724,1744.224,6394.31,2563.848,12456.54,9941.885,42353.544,9693.905,27918.116,35001.235,7702.794,6091.145,14153.759,24717.691,6411.041,3748.941,5573.59,3934.97,2888.469,11636.921,2763.684,2150.421,7312.063,2734.261,7148.213,5905.614,4747.561,7581.512,13763.612,6605.745,5845.281,5460.167,6720.429,3818.424,11123.132,21800.927,5168.951,8127.026,18688.407,3373.634,21458.155,4256.216,8130.897,2251.075,4087.031,2051.961,32757.067,3193.832,23767.408,9172.261
1XD42-69_sp011959925,141511.461,71100.556,135164.273,80741.536,269251.637,290679.151,358570.631,143254.738,139143.606,55669.925,112260.79,46997.97,41065.936,100963.753,81537.326,143176.344,99489.62,126571.892,122892.975,125717.161,98771.488,4412.441,105008.209,84448.029,155074.787,84924.664,131450.302,128219.621,118547.199,118966.65,123312.821,265379.706,107673.237,170453.018,139012.495,29833.623,129683.456,161408.06,149275.643,113189.026,152312.948,123345.58,95122.141,69512.525,123785.497,130168.33,205524.267,85520.823,182920.938,162668.253,296901.921,259872.869,92478.227,81667.255,171962.351,159734.182,173972.795,111337.575,88335.811,129873.965,78011.261,227517.269,141368.947,127558.354,152157.946,142999.476,186674.397,69273.262,107007.027,56909.082,156472.937,12303.862,125290.005,139791.53
1XD8-76_sp910573755,258179.206,15754.41,71088.523,44310.402,78070.852,17331.591,37367.511,11081.321,40004.464,10858.364,88728.617,14559.474,60682.413,52369.826,124325.68,24752.415,104986.298,22476.563,40295.58,67015.815,44121.145,7061.234,55694.01,26641.211,46402.877,13797.871,122313.406,16190.569,60020.359,3439.165,167518.866,8648.781,46249.244,10626.66,62930.522,11814.959,87449.57,36819.883,66982.648,17135.368,49639.626,41622.803,7744.832,29511.633,22002.451,23374.848,163335.629,25098.005,114986.455,33975.332,29615.682,31228.536,70291.25,9334.887,77596.041,19829.257,43266.116,15339.29,37469.2,76479.357,46237.023,20082.268,99080.21,10914.304,130890.167,34402.652,37168.488,4190.705,35906.841,4756.695,95436.851,7100.122,157002.25,18007.331
Acetatifactor_sp,235528.919,84121.798,121636.492,149660.041,229091.1,150580.566,175690.492,82190.859,141031.487,55904.302,96113.496,68372.784,173085.531,279873.149,329941.179,383466.247,323097.236,296567.157,161918.065,374027.845,103329.566,173773.328,133830.079,197697.872,210157.366,49949.158,197747.177,86712.42,92593.691,58899.159,96043.393,115237.983,163810.326,167155.856,192625.647,47271.367,158116.754,273411.619,146972.402,227742.249,122070.979,326523.59,68481.62,94940.631,75252.392,84883.999,249001.777,102008.775,260346.224,162688.461,139984.567,197817.464,78301.789,56171.206,317830.886,154291.041,186305.286,133711.679,185923.995,171048.994,81541.227,454555.376,188472.574,214276.426,270363.105,162783.399,253860.723,30585.468,140403.739,48484.521,200118.427,79577.615,402845.866,320042.192
Acetatifactor_sp011959105,359221.547,70607.606,337578.107,367462.69,137476.786,59574.122,186307.324,40626.752,152044.463,243280.902,102469.453,96950.721,168964.998,364104.427,208402.696,376148.908,153830.332,375834.374,178288.812,85167.78,226359.292,42903.075,166031.949,310703.969,349119.537,192236.651,385333.397,181217.718,163727.807,20805.031,130950.606,42919.2,276318.14,50385.686,156479.201,47604.844,401854.147,381040.781,141627.272,264802.951,268765.464,72830.98,227345.091,26640.836,285941.816,19846.991,434782.604,50872.428,337908.933,41705.55,419593.565,62705.736,86752.16,27839.765,129270.568,73465.191,181716.85,85610.085,208643.938,67620.113,263354.242,240839.268,475484.102,46027.557,228387.437,56505.202,164952.133,40169.065,66994.682,54602.576,487367.633,22641.629,501659.046,60517.069
Acetatifactor_sp910585425,125620.012,59541.197,44509.741,95703.848,97988.011,69360.444,60715.377,40520.264,60038.399,22483.352,47748.267,35005.624,84310.919,187953.738,126743.228,279104.724,146500.256,207358.59,68521.651,253642.681,49059.851,110390.139,50517.925,125778.401,100853.072,29710.016,76571.047,41679.32,36001.321,28172.478,34486.954,40021.944,57840.302,76168.078,76205.301,25209.377,64105.074,147312.007,56559.283,137790.076,38436.325,222799.591,31945.162,56200.075,32471.022,52266.05,109598.674,61055.033,120787.793,93660.88,44632.239,124430.489,27189.703,21511.875,125812.146,42442.212,80093.278,32784.405,77965.727,54739.87,27865.365,317844.325,83656.366,113078.088,142249.378,106005.084,113456.162,8134.97,51233.441,11149.919,125356.732,51027.903,163911.295,231411.696
Acetatifactor_sp910585615,38576.459,132.575,2573.191,1308.993,8303.344,361.529,502.527,99.272,2202.747,764.868,1147.94,70.807,354.579,622.621,471.426,307.01,6635.978,291.867,153.587,274.071,1632.828,2357.179,2770.164,2722.082,2134.973,691.458,4880.262,406.517,267.792,116.303,567.476,285.083,764.682,401.042,3183.353,3654.13,3758.166,2276.428,11586.142,643.998,4167.539,368.686,1252.642,129.195,229.474,233.788,9531.941,197.006,758.337,404.318,1720.506,1575.434,5738.298,885.654,5951.027,4879.221,2212.419,2844.648,3291.378,3737.412,1999.189,569.789,7393.695,731.186,11937.742,1618.704,5774.205,1363.151,3351.029,2851.865,6372.39,2446.157,5728.531,8420.163
Acetatifactor_sp910585665,113629.423,16261.65,78435.046,36762.805,124117.164,17045.249,57185.652,9859.546,86050.707,12273.456,47071.101,28186.417,79312.743,78041.289,253893.072,86145.209,188040.619,69527.173,110822.34,89058.945,44541.087,21729.887,66800.412,55159.463,96852.469,9368.405,54372.589,31653.265,50020.208,8063.421,32779.228,17673.992,82100.368,33734.954,128896.043,7583.675,81972.717,132034.78,78726.586,63178.491,73065.449,59277.101,30076.713,21802.809,36383.861,21271.338,138800.004,19543.704,158888.336,28797.058,78276.543,33792.875,15653.775,25315.547,193336.388,76196.975,85215.982,40024.159,111827.843,74328.91,35630.777,86875.676,75062.381,33155.676,134788.188,34346.994,64681.967,2000.119,87343.312,3006.161,34660.057,13627.515,318578.015,50269.785
Acetatifactor_sp910589035,682.921,222.914,340.467,103.914,313.214,336.524,179.192,15.804,282.653,208.228,96.553,24.584,79.859,67.042,133.047,246.284,134.183,114.617,57.188,56.414,126.284,246.121,1344.692,1714.555,371.774,76.059,440.433,100.614,88.316,18.633,44.423,27.684,79.81,77.628,320.452,462.557,216.319,131.99,176.648,84.193,102.373,76.622,78.592,21.409,184.151,60.329,28247.96,36.732,95.295,40.967,41.888,162.687,141.169,52.471,775.331,345.782,494.55,280.265,786.503,169.32,315.066,76.098,251.946,66.812,558.61,147.99,6741.903,6043.134,3645.354,8303.165,233225.633,319.154,71192.316,51376.455
Acutalibacter_sp,459504.069,69166.504,176682.164,189080.966,171495.81,98146.197,80907.439,12258.444,99770.913,88834.862,104910.651,67592.018,152124.179,182585.161,125833.553,226255.461,170727.082,221405.431,114782.266,63239.272,176788.614,129254.987,123542.93,189861.616,204998.787,93072.284,197655.705,99779.92,130943.014,33699.651,201708.258,96466.355,129198.829,114792.704,163668.129,29257.815,208474.287,244908.842,100060.897,108703.376,150139.1,51373.203,113239.42,55147.596,116015.511,40109.683,248863.494,59056.782,242417.368,46330.412,186940.26,110812.086,51887.707,31545.239,252872.308,146691.058,146626.73,57976.296,132157.256,67785.586,118510.795,128168.433,259844.905,15391.051,207748.925,29890.314,92077.275,18991.477,92922.899,23732.749,222648.618,19778.386,284049.608,54150.873
Acutalibacter_sp910580045,13622.241,1793.987,19535.614,39667.069,47795.882,98507.546,621894.047,180684.875,42814.467,73612.033,16103.839,4252.604,79899.954,32052.983,33215.726,34542.418,46950.653,30534.845,30181.793,77644.082,28976.181,12296.926,49044.315,65485.698,52108.384,27202.936,164797.686,94847.767,41589.102,23300.751,219530.845,103846.015,114531.786,86785.552,20324.118,5874.915,45300.221,38577.114,41628.383,82008.463,61582.2,4821.056,14649.99,56646.996,72884.715,50009.471,65904.756,50368.064,78644.828,134414.239,97072.592,438019.655,253984.355,15008.386,150050.796,81980.587,98892.276,111690.952,35721.712,144591.795,102569.578,185977.833,102693.533,5339.461,58911.382,154887.195,103101.707,42849.617,33595.088,18248.664,89121.12,8188.881,42589.97,19417.044
Acutalibacter_sp910587995,1281328.603,170073.048,191826.815,244995.342,460364.293,305043.407,42924.636,12092.99,175341.214,19581.354,301272.604,129048.41,309096.335,217324.691,217873.963,396839.773,440729.635,383326.184,179645.123,138317.917,333559.357,387813.461,233843.53,329093.295,307930.389,96452.172,234782.58,160860.018,272652.202,72898.19,601409.721,227658.913,149060.657,333034.329,368536.85,25625.18,263904.446,426083.068,218384.699,74660.284,187122.379,125919.078,144981.268,134447.865,50357.681,101173.999,357128.008,140537.227,440742.016,72976.396,134175.496,320349.593,23820.2,75430.061,763893.599,452128.668,293013.484,39584.242,223460.064,103988.383,88163.701,175190.835,395209.186,5844.983,505651.328,18036.299,146963.513,14962.91,278761.576,20353.411,192950.391,43870.897,399209.144,133509.615
Adlercreutzia_mucosicola,115688.392,35661.827,68052.1,51083.301,80256.7,54567.396,83493.387,32049.19,78905.342,40333.367,79950.798,22077.394,82044.795,63135.591,74534.278,85627.818,94560.008,72271.077,43544.175,43843.529,56556.916,46298.009,91161.132,63214.847,118242.567,32414.213,83426.313,38909.647,63763.387,41128.748,63404.393,46992.763,99923.971,56155.642,129656.32,31556.154,108009.404,75743.06,104546.767,51582.031,99781.778,52529.799,77514.704,172228.255,107217.979,43389.399,210604.327,48591.687,107451.453,38564.022,169611.723,70029.035,74367.379,27026.719,86859.273,60173.125,98916.745,38146.863,52444.117,80887.246,121027.445,82300.525,93889.371,26532.653,83850.382,31974.488,118603.866,24352.221,105341.002,36125.688,85515.46,21979.238,110171.198,38129.519
Adlercreutzia_muris,302474.414,136688.55,290732.888,85599.781,213480.912,247785.194,242388.942,195918.513,265378.471,105199.323,196999.745,85428.811,260422.953,99977.845,87308.998,158253.183,110439.861,90354.014,234384.895,251291.343,284408.285,68781.149,214439.831,203087.36,153233.847,136587.792,126503.118,143309.72,194747.909,215538.276,80369.345,251599.349,133073.634,141138.854,182731.172,41984.509,104520.08,162191.034,319795.545,141613.395,293477.606,74028.835,207990.707,283163.342,283752.568,100342.592,166360.043,76650.159,148753.489,164408.569,561760.729,231818.041,179747.176,120872.306,168088.515,165575.195,267266.927,98799.436,195206.931,197609.749,351462.693,83205.067,191265.046,52061.688,209313.322,100945.745,347475.636,147273.593,248365.595,186584.927,194102.069,43241.114,133708.285,69953.199
Adlercreutzia_sp,127178.46,58083.807,94201.421,40076.698,84825.845,73517.648,65113.957,27773.974,78251.852,38800.833,67761.791,26823.695,103778.564,45650.709,25699.727,56474.581,40220.819,35377.387,133829.91,74098.248,85584.735,49556.543,64269.895,49935.55,40863.839,80110.827,45919.608,49332.832,83268.159,213937.543,50960.512,161186.756,56688.385,131588.388,87489.233,35285.833,67130.726,61352.054,71325.049,33072.6,104752.624,44044.295,89584.875,129413.795,85987.963,51527.176,77767.55,46431.248,32495.076,79311.588,107606.923,83105.752,49767.627,79527.454,75680.889,53288.865,60665.042,33842.083,46322.072,85908.737,109619.806,33012.961,67414.177,25360.408,50484.442,45711.125,94689.496,48222.741,59866.858,61956.135,73011.031,48703.322,25553.394,36359.215
Alistipes_sp910575495,254147.374,175083.037,517753.33,101360.445,381582.811,235526.123,415797.638,289970.639,329953.304,208414.263,298879,111142.863,372899.074,118093.208,150165.179,169781.18,164162.857,77993.933,568775.571,366057.857,499713.696,42920.611,276152.988,180242.676,314721.855,119146.536,117738.642,124088.77,352377.495,316729.686,91059.482,450964.18,164613.205,179744.492,110733.22,23513.812,213638.866,235448.364,404400.643,175987.573,524056.382,61017.155,229928.572,250651.746,416864.127,102001.947,241520.473,99674.419,258890.11,105159.086,804868.488,202824.465,340245.453,153670.814,212393.068,138243.198,447079.016,90727.306,337114.656,161656.252,486943.608,49448.544,289408.203,31544.765,310529.929,59654.419,357151.98,234600.959,551382.222,237918.898,231005.305,36710.686,318046.1,66167.967
Alloprevotella_sp002933955,19235.037,12074.042,14820.731,20858.167,24162.674,14900.756,10326.055,4346.07,45560.957,203706.337,34900.942,20494.541,223717.853,50668.351,19614.548,75838.958,30938.083,25251.906,32284.966,37358.551,88019.77,265137.576,47210.846,23361.429,22997.091,56108.873,24498.773,14531.432,17325.717,63335.579,14928.872,44124.114,17654.311,59627.513,15305.08,4746.57,15010.184,22626.996,29757.968,68326.194,52193.694,17847.572,9868.883,13708.381,88883.607,24936.562,27635.535,19759.614,24616.219,43026.498,15929.961,16410.097,29211.526,23339.547,29684.072,30749.891,70823.882,39703.174,15190.351,21723.329,269181.441,19577.275,20737.41,87246.232,18571.184,21550.162,38696.114,88077.491,90134.9,491266.191,16249.247,5560.885,26779.539,13304.42
Anaerocaecibacter_sp910577995,1627.234,1706.635,1850.674,724.755,47530.239,4048.95,43364.953,25658.298,90537.886,12194.724,6626.249,120.831,7685.888,786.738,65021.04,845.471,79839.251,210.173,43609.263,2279.791,118638.812,5638.291,7751.613,745.836,7958.766,473.32,1414.585,5028.121,67376.584,714.745,7351.953,6879.02,31019.685,824.804,81214.673,38.683,53225.368,821.473,83968.174,1439.835,118127.754,440.227,232.158,2272.224,1488.892,422.849,1504.438,249.228,103737.94,179.203,120758.767,1293.485,5051.561,821.713,74620.947,2712.544,36700.477,1611.765,98820.377,4305.503,25403.642,1525.506,82722.874,10340.322,38676.791,17004.841,264773.432,118.376,17347.057,2738.15,465.961,27.732,26816.61,498.951
Anaerotignum_sp910576545,98356.626,5732.66,24066.061,28123.734,60956.608,39800.757,22378.616,19291.011,27663.383,29156.541,59632.252,10776.07,40565.033,41468.498,44750.988,52528.344,46774.861,40634.08,5146.034,8322.153,51073.829,15305.737,43885.443,32980.45,43679.626,22588.384,58917.569,12439.618,19830,4751.228,30907.731,11093.012,38677.62,13395.11,79482.995,47228.646,36216.648,49770.559,64762.968,42975.502,24522.594,34720.209,33734.638,6531.69,26393.614,14585.038,79978.049,13658.864,59545.538,36095.988,51447.182,43082.59,16186.546,5742.485,37611.07,44360.562,56025.625,43120.008,56015.758,37208.791,40790.632,55402.217,48867.273,40404.993,65658.605,45906.236,49458.59,7384.6,67404.832,6114.971,95149.542,41992.168,78184.161,88146.438
Anaerotruncus_colihominis,95592.16,23136.695,91506.715,68001.078,78323.705,67635.053,76426.632,34690.933,47973.545,53858.22,55076.6,110640.094,153230.097,119843.132,62877.654,155645.815,81558.892,132507.252,52744.386,53913.2,81770.624,54464.115,78015.326,95142.718,78791.826,40992.394,96005.046,63552.968,71053.92,58741.407,87384.828,93147.507,142180.232,98153.043,93535.351,105119.76,93384.539,98221.163,62186.154,83777.57,93363.753,62690.574,49618.832,70144.835,49835.761,41032.538,135207.528,47125.152,135270.651,62703.5,67049.331,101411.215,104523.946,180574.29,94810.451,74808.569,105906.486,79663.429,56582.968,70864.024,83828.001,128391.271,123058.067,31146.857,63416.425,50728.855,89921.823,72644.266,51306.141,68061.895,96715.951,64747.339,133916.435,122954.958
Anaerotruncus_sp,87383.902,19727.911,30635.071,35219.134,104099.145,73195.987,52949.884,59543.853,52469.37,37187.726,33860.935,28204.416,68317.92,53463.637,68298.636,62924.41,102694.997,57665.34,46537.972,39490.375,64204.146,37187.371,53229.295,56235.197,44653.083,24495.685,51770.714,44502.003,35065.227,42708.286,51930.204,51686.591,58238.81,84476.41,94994.951,23054.805,43398.255,66934.101,60480.727,59931.183,40345.604,48152.352,35072.114,59280.193,26185.009,30452.381,72733.684,30490.286,77985.281,113819.053,57793.11,94660.553,59277.895,26470.508,83592.688,72077.54,59027.01,59106.203,73813.629,62697.989,31223.183,106255.542,53166.893,40980.54,76764.858,37137.94,176009.077,41646.884,68839.644,53084.588,89611.519,62806.537,96660.786,111489.767
Anaerotruncus_sp000403395,45670.808,12261.193,10569.338,45271.808,28823.599,49224.311,37564.444,12635.658,46704.388,39924.384,25544.019,41201.345,74443.595,88490.406,78838.906,91641.287,93802.844,78169.988,20261.645,49782.796,68750.792,66144.454,20778.779,60313.839,16995.162,25004.176,27258.21,25391.953,31052.941,45219.141,22481.661,58609.456,80501.523,138454.295,92315.064,1532.344,23973.095,60030.318,31115.556,54624.096,14345.607,89430.111,40403.794,92580.076,12266.35,44701.508,55554.687,38603.866,48715.01,106940.891,60910.471,98029.833,42527.357,35378.597,56361.638,56887.695,43706.146,50070.693,23192.92,50115.767,12809.911,127814.306,25134.273,67416.633,18170.297,50795.78,138106.615,26683.715,85724.474,44894.097,22572.254,51019.644,32962.712,31151.003
Anaerotruncus_sp003612625,4533.308,318.266,4635.885,2325.786,11276.504,9668.307,3802.91,10292.301,9549.748,26794.401,876.79,16856.744,7876.237,6157.677,1308.599,14968.055,3714.452,23736.107,2971.59,9507.591,4073.397,68.023,16706.121,4334.627,2632.364,6347.334,11693.228,2796.565,4611.59,374.771,4796.435,1646.681,8797.664,1656.501,8446.744,45.315,8298.318,18832.995,10906.49,12656.585,13692.657,14312.535,1845.378,21134.764,2746.812,11076.736,4307.218,11256.081,3880.835,5880.343,1100.334,157.91,6961.555,16146.012,3479.063,113.995,112.129,56.278,3105.963,993.921,7714.897,20292.338,2269.644,4726.922,3691.935,10836.568,21553.522,18438.666,2788.387,11134.162,1512.28,45.332,2647.723,478.965
Anaerotruncus_sp910586875,4579.146,1022.308,2911.159,2595.47,4136.298,6141.013,4379.065,3957.728,1995.465,2334.659,95.266,37.591,2744.982,2788.195,103.855,87.682,3711.738,4703.959,173.658,411.513,2466.526,5349.849,2642.415,4255.775,290.483,108.84,3982.124,1967.027,2022.016,3016.224,2118.03,4140.477,3503.349,6333.655,257.745,100.808,2819.296,4982.009,2992.54,3729.15,133.406,411.02,68.203,2682.135,1352.16,3859.028,3793.42,3240.195,3552.423,4493.562,3734.303,6156.609,3423.821,1755.756,7267.221,3819.074,3548.651,2926.645,3515.443,4520.803,1968.765,424.321,3130.906,3610.509,4278.452,4541.693,7424.957,2612.861,3297.622,2310.242,12245.458,13232.166,4622.23,22050.16
Angelakisella_sp,623.11,125.775,464.755,357.418,794.865,274.794,543.175,78.537,4762.087,3358.856,673.678,45.482,68.034,133.812,5766.756,320.265,2218.005,108.04,12541.188,1445.635,455.536,2089.02,182.614,271.486,261.286,84.454,560.662,47.118,818.231,108.411,2832.894,6124.132,793.222,565.872,63.082,24.724,964.375,1295.329,124.596,101.526,527.642,521.194,322.862,181.12,1356.738,71.882,2567.573,131.732,12122.611,3046.634,9711.744,364.162,752.331,238.447,5907.603,1386.621,562.654,1263.466,611.504,1568.017,3480.855,732.5,7101.677,1314.469,3034.925,1770.39,336.041,192.034,260.421,366.56,2648.605,43.832,3559.552,677.061
Angelakisella_sp022795575,23346.056,8460.903,14203.433,13693.396,35815.919,2714.358,45320.345,4174.869,21102.726,1623.401,10052.499,7945.146,21624.674,13936.57,49726.314,22222.886,43211.024,1102.601,16627.073,9588.769,19683.613,3121.826,29079.182,1864.086,45558.806,2366.982,43116.786,6548.831,20172.664,12074.613,18189.674,11787.938,32664.084,10429.114,2785.455,1041.953,24905.592,30467.842,21357.369,21731.161,24197.993,26320.219,11668.586,4641.303,14454.177,24246.333,39024.13,4025.94,35736.105,12283.462,24519.313,20596.828,11354.638,19772.083,44450.237,29997.422,34532.524,17379.111,39082.351,38948.648,13392.306,3069.448,34115.274,4206.853,24690.703,26458.256,96980.878,5439.106,29980.846,4266.241,50425.583,12252.452,47489.112,51721.095
Angelakisella_sp910585535,135.571,26.611,37.052,42.511,37.182,30.158,49.494,9.137,9847.954,10714.569,16.17,9.293,8.351,20.107,3277.899,88.269,5686.112,64.765,7036.653,54.144,25.147,90.711,21.862,24.092,25.921,17.113,39.399,14.795,45.665,11.545,1567.518,4070.062,29.317,34.38,42.343,16.594,156.884,57.009,33.601,60.461,49.692,21.624,28.953,45.244,1208.001,27.334,4086.518,99.896,8829.12,66.154,6776.76,48.702,17.787,32.847,3362.111,524.182,32.656,41.11,45.383,51.48,8253.189,382.873,15354.071,157.407,4340.037,677.341,72.055,19.169,52.171,21.177,86.131,7.665,6811.351,125.673
Avidehalobacter_sp022797295,22581.959,11261.856,12441.491,23089.592,22163.064,37499.07,34272.507,9598.047,13263.11,19442.187,15382.175,6946.228,21041.684,39591.25,15116.697,34150.72,21860.278,23960.136,14247.942,2068.841,17200.997,43998.855,24583.285,24983.305,23598.282,19758.169,43794.823,11297.026,11579.853,12026.355,15556.476,16455.036,22797.919,20452.754,27351.897,52472.657,18027.833,19415.824,14380.768,33896.51,19165.404,621.187,12706.21,20625.204,11364.165,25158.836,24165.452,22875.249,22354.542,45634.384,20136.252,48304.28,26706.984,4413.272,31511.829,25001.847,29790.182,23230.962,10169.06,31702.254,20045.87,12262.89,24300.263,77763.619,14010.811,25824.146,15906.919,4294.613,22352.325,3053.525,18456.491,298.237,21162.708,716.175
Bacteroides_acidifaciens,430145.001,715083.166,593188.878,808543.623,643924.026,4783001.642,789605.857,1046874.746,805165.266,2577028.726,699635.821,961016.863,866417.974,2596392.009,350482.729,2399800.462,375626.219,1350445.478,695211.135,2249968.063,1688577.019,3721243.934,652538.154,1522654.284,680277.821,2830950.714,368553.792,3912818.843,496750.429,5570141.538,488099.743,3747822.182,675320.768,2143857.08,1900920.85,3295417.513,359226.231,1352662.99,664165.945,1899799.54,948417.715,991491.294,2132960.699,3226621.122,851115.874,1967281.951,934384.899,1728808.824,496086.65,2139286.477,1327465.049,2641815.151,747421.602,2193252.853,355748.207,529979.544,1090339.056,562680.727,335575.816,418160.555,1577098.378,286422.247,662571.897,5255977.363,314691.083,3415346.627,1384316.526,3003025.288,1734793.888,4429144.129,313941.155,471164.856,487523.492,416866.545
